step,t,y,rho,u,v,p
650,3.72178,3.03704,1.84,0,0,1e-09
650,3.72178,3.08642,1.84,0,0,1e-09
650,3.72178,3.1358,1.84,0,0,1e-09
650,3.72178,3.18519,1.84,0,0,1e-09
650,3.72178,3.23457,1.84,0,0,1e-09
650,3.72178,3.28395,1.84,0,0,1e-09
650,3.72178,3.33333,1.84,0,0,1e-09
650,3.72178,3.38272,1.84,0,0,1e-09
650,3.72178,3.4321,1.84,0,0,1e-09
650,3.72178,3.48148,1.84,0,0,1e-09
650,3.72178,3.53086,1.84,0,0,1e-09
650,3.72178,3.58025,1.84,0,0,1e-09
650,3.72178,3.62963,1.84,0,0,1e-09
650,3.72178,3.67901,1.84,0,0,1e-09
650,3.72178,3.7284,1.84,0,0,1e-09
650,3.72178,3.77778,1.84,0,0,1e-09
650,3.72178,3.82716,1.84,0,0,1e-09
650,3.72178,3.87654,1.84,0,0,1e-09
650,3.72178,3.92593,1.84,0,0,1e-09
650,3.72178,3.97531,1.84,0,0,1e-09
700,3.9813,0.0246914,1.84,0,0,1e-09
700,3.9813,0.0740741,1.84,0,0,1e-09
700,3.9813,0.123457,1.84,0,0,1e-09
700,3.9813,0.17284,1.84,0,0,1e-09
700,3.9813,0.222222,1.84,0,0,1e-09
700,3.9813,0.271605,1.84,0,0,1e-09
700,3.9813,0.320988,1.84,0,0,1e-09
700,3.9813,0.37037,1.84,0,0,1e-09
700,3.9813,0.419753,1.84,0,0,1e-09
700,3.9813,0.469136,1.84,0,0,1e-09
700,3.9813,0.518519,1.84,0,0,1e-09
700,3.9813,0.567901,1.84,0,0,1e-09
700,3.9813,0.617284,1.84,0,0,1e-09
700,3.9813,0.666667,1.84,0,0,1e-09
700,3.9813,0.716049,1.84,0,0,1e-09
700,3.9813,0.765432,1.84,0,0,1e-09
700,3.9813,0.814815,1.84,0,0,1e-09
700,3.9813,0.864198,1.84,0,0,1e-09
700,3.9813,0.91358,1.84,0,0,1e-09
700,3.9813,0.962963,1.84,0,0,1e-09
700,3.9813,1.01235,1.84,0,0,1e-09
700,3.9813,1.06173,1.84,0,0,1e-09
700,3.9813,1.11111,1.84,0,0,1e-09
700,3.9813,1.16049,1.84,0,0,1e-09
700,3.9813,1.20988,1.84,0,0,1e-09
700,3.9813,1.25926,1.84,0,0,1e-09
700,3.9813,1.30864,1.84,0,0,1e-09
700,3.9813,1.35802,1.84,0,0,1e-09
700,3.9813,1.40741,1.84,0,0,1e-09
700,3.9813,1.45679,1.84,0,0,1e-09
700,3.9813,1.50617,1.84,0,0,1e-09
700,3.9813,1.55556,1.84,0,0,1e-09
700,3.9813,1.60494,1.84,0,0,1e-09
700,3.9813,1.65432,1.84,0,0,1e-09
700,3.9813,1.7037,1.84,0,0,1e-09
700,3.9813,1.75309,1.84,0,0,1e-09
700,3.9813,1.80247,1.84,0,0,1e-09
700,3.9813,1.85185,1.84,0,0,1e-09
700,3.9813,1.90123,1.84,0,0,1e-09
700,3.9813,1.95062,1.84,0,0,1e-09
700,3.9813,2,1.84,0,0,1e-09
700,3.9813,2.04938,1.84,0,0,1e-09
700,3.9813,2.09877,1.84,0,0,1e-09
700,3.9813,2.14815,1.84,0,0,1e-09
700,3.9813,2.19753,1.84,0,0,1e-09
700,3.9813,2.24691,1.84,0,0,1e-09
700,3.9813,2.2963,1.84,0,0,1e-09
700,3.9813,2.34568,1.84,0,0,1e-09
700,3.9813,2.39506,1.84,0,0,1e-09
700,3.9813,2.44444,1.84,0,0,1e-09
700,3.9813,2.49383,1.84,0,0,1e-09
700,3.9813,2.54321,1.84,0,0,1e-09
700,3.9813,2.59259,1.84,0,0,1e-09
700,3.9813,2.64198,1.84,0,0,1e-09
700,3.9813,2.69136,1.84,0,0,1e-09
700,3.9813,2.74074,1.84,0,0,1e-09
700,3.9813,2.79012,1.84,0,0,1e-09
700,3.9813,2.83951,1.84,0,0,1e-09
700,3.9813,2.88889,1.84,0,0,1e-09
700,3.9813,2.93827,1.84,0,0,1e-09
700,3.9813,2.98765,1.84,0,0,1e-09
700,3.9813,3.03704,1.84,0,0,1e-09
700,3.9813,3.08642,1.84,0,0,1e-09
700,3.9813,3.1358,1.84,0,0,1e-09
700,3.9813,3.18519,1.84,0,0,1e-09
700,3.9813,3.23457,1.84,0,0,1e-09
700,3.9813,3.28395,1.84,0,0,1e-09
700,3.9813,3.33333,1.84,0,0,1e-09
700,3.9813,3.38272,1.84,0,0,1e-09
700,3.9813,3.4321,1.84,0,0,1e-09
700,3.9813,3.48148,1.84,0,0,1e-09
700,3.9813,3.53086,1.84,0,0,1e-09
700,3.9813,3.58025,1.84,0,0,1e-09
700,3.9813,3.62963,1.84,0,0,1e-09
700,3.9813,3.67901,1.84,0,0,1e-09
700,3.9813,3.7284,1.84,0,0,1e-09
700,3.9813,3.77778,1.84,0,0,1e-09
700,3.9813,3.82716,1.84,0,0,1e-09
700,3.9813,3.87654,1.84,0,0,1e-09
700,3.9813,3.92593,1.84,0,0,1e-09
700,3.9813,3.97531,1.84,0,0,1e-09
